Custer;Porque;Edad;FechaNacimiento;AporteMensual;Genero;;;;;;;;;
1;1;23;1992;98;1;;;;;;;;;
1;1;23;1992;98;1;;;;;;;;;
1;1;23;1991;98;1;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;23;1991;98;1;;;;;;;;;
1;1;23;1992;98;1;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;23;1992;98;1;;;;;;;;;
1;1;23;1992;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1990;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1990;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1990;98;1;;;;;;;;;
1;1;24;1990;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;1;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1990;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;24;1991;98;2;;;;;;;;;
1;1;25;1989;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1989;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1989;98;1;;;;;;;;;
1;1;25;1989;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;1;;;;;;;;;
1;1;25;1990;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1988;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1988;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1988;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1988;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1988;98;1;;;;;;;;;
1;1;26;1989;98;1;;;;;;;;;
1;1;26;1989;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1987;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1987;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;27;1988;98;2;;;;;;;;;
2;1;27;1988;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1986;98;1;;;;;;;;;
2;1;28;1986;98;2;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1986;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1986;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1987;98;1;;;;;;;;;
2;1;28;1987;98;2;;;;;;;;;
2;1;28;1986;98;2;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1985;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1985;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;1;;;;;;;;;
2;1;29;1986;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1984;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1984;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1984;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;30;1984;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;1;;;;;;;;;
2;1;30;1985;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;31;1984;98;1;;;;;;;;;
2;1;31;1984;98;2;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1982;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1982;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1982;98;2;;;;;;;;;
2;1;32;1982;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;2;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;32;1983;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1981;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;1;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;33;1982;98;2;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1980;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1980;98;1;;;;;;;;;
2;1;34;1980;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1980;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;34;1980;98;1;;;;;;;;;
2;1;34;1981;98;2;;;;;;;;;
2;1;34;1980;98;1;;;;;;;;;
2;1;34;1981;98;1;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1979;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1979;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1979;98;2;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;2;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;35;1980;98;1;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1978;98;2;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1978;98;2;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1978;98;1;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;1;;;;;;;;;
2;1;36;1979;98;2;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1977;98;1;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1977;98;2;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1977;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;2;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;37;1978;98;1;;;;;;;;;
2;1;38;1977;98;1;;;;;;;;;
2;1;38;1977;98;1;;;;;;;;;
2;1;38;1977;98;1;;;;;;;;;
2;1;38;1976;98;1;;;;;;;;;
2;1;38;1977;98;1;;;;;;;;;
