COUNTY;STATE;AporteMensual;Genero;Edad;FechaNacimiento
Valle del Cauca;Cali;;1;21;1994
Risaralda;Pereira;;1;24;1991
Risaralda;Pereira;160000;1;47;1968
Risaralda;Pereira;;2;39;1976
Risaralda;Pereira;;2;17;1998
Risaralda;Pereira;;2;14;2001
Risaralda;Pereira;;1;9;2006
Risaralda;Pereira;400000;1;51;1964
Risaralda;Pereira;80500;2;53;1962
Risaralda;Pereira;;1;15;2000
Risaralda;Pereira;80500;1;75;1940
Risaralda;Pereira;80500;1;55;1960
Risaralda;Pereira;;2;51;1964
Risaralda;Pereira;;1;17;1997
Risaralda;Pereira;;2;14;2001
Risaralda;Pereira;80500;1;46;1969
Risaralda;Pereira;164000;1;37;1978
Risaralda;Pereira;353200;2;42;1973
Risaralda;Pereira;;2;37;1978
Risaralda;Pereira;77000;2;66;1948
Risaralda;Pereira;240000;1;72;1943
;;;2;71;1944
;;161000;1;73;1942
;;;2;54;1961
;;;2;17;1998
;;;1;12;2003
;;;1;18;1997
;;77000;1;85;1930
;;44000;1;30;1985
;;;2;26;1989
;;;2;6;2009
;;;1;21;1994
;;25774;1;26;1989
;;;2;31;1983
;;;1;10;2005
;;;1;5;2010
;;;2;2;2012
;;;2;52;1963
;;36000;1;29;1986
;;80500;1;45;1970
;;;2;40;1975
;;25774;1;26;1989
;;;2;19;1996
;;;1;0;2015
;;;2;59;1956
;;;1;59;1956
;;;2;64;1951
;;80500;1;70;1945
;;;2;21;1994
;;;1;48;1967
;;;2;50;1965
;;25770;2;21;1994
;;;2;17;1998
;;;1;33;1982
;;;2;29;1985
;;;2;10;2005
;;25774;1;54;1961
;;;1;72;1943
;;;2;46;1969
;;25774;1;52;1963
;;25774;1;26;1988
;;;2;44;1971
;;;1;12;2003
;;;1;77;1938
;;77500;2;70;1945
;;;1;27;1988
;;;2;21;1994
;;80544;1;38;1976
;;;2;43;1972
;;;2;12;2003
;;80544;2;76;1939
;;;1;21;1994
;;;2;34;1981
;;;2;7;2008
;;170000;2;73;1942
;;80500;2;74;1940
;;73000;2;69;1945
;;;1;68;1947
;;176000;2;86;1929
;;85400;1;61;1954
;;84500;2;82;1932
;;25774;1;38;1977
;;;2;13;2002
;;25774;1;72;1943
;;;2;52;1962
;;25774;2;26;1989
;;;2;10;2005
;;;2;4;2011
;;;2;60;1955
;;102000;1;36;1979
;;;2;30;1985
;;;1;2;2013
;;;2;64;1951
;;72000;2;27;1987
;;;2;60;1955
;;;1;21;1994
;;64000;2;27;1988
;;;2;31;1984
;;;2;22;1993
;;;1;23;1991
;;132000;2;78;1937
;;;2;83;1932
;;;2;37;1978
;;220000;2;77;1937
;;220000;2;76;1939
;;205000;1;62;1952
;;77322;1;39;1975
;;120000;2;38;1977
;;;2;1;2014
;;;1;60;1955
;;98;2;54;1961
;;;2;21;1994
;;77322;1;45;1970
;;77322;2;36;1979
;;;2;6;2008
;;45000;1;58;1957
;;48000;2;56;1959
;;90800;2;31;1984
;;;2;23;1992
;;98;1;62;1953
;;75000;2;59;1956
;;80000;2;90;1925
;;;2;59;1956
;;;2;41;1974
;;;2;39;1976
;;90000;2;21;1994
;;;1;53;1961
;;;2;49;1966
;;;1;29;1986
;;;2;25;1990
;;;1;63;1952
;;;1;55;1960
;;;2;56;1959
;;98;1;32;1983
;;;2;57;1958
;;98;1;38;1977
;;98;2;37;1978
;;;2;3;2012
;;;2;65;1950
;;;1;37;1978
;;;2;27;1988
;;;1;6;2009
;;;1;4;2011
;;;1;30;1985
;;;2;30;1985
;;;1;10;2005
;;;1;74;1941
;;;2;43;1972
;;;2;19;1996
;;;2;17;1998
;;;2;18;1997
;;;2;52;1963
;;26000;2;26;1988
;;;2;18;1997
;;;1;23;1992
;;80000;1;68;1947
;;;2;66;1949
;;;2;33;1982
;;;2;15;2000
;;40000;1;25;1990
;;;2;25;1990
;;;1;4;2011
;;;1;1;2014
;;;1;76;1938
;;80500;2;68;1947
;;349000;1;79;1936
;;;2;78;1937
;;95000;2;39;1976
;;80500;1;53;1962
;;;2;50;1965
;;;1;16;1998
;;;2;24;1991
;;98;1;70;1944
;;98;2;73;1942
;;98;1;38;1977
;;;1;48;1967
;;;2;38;1976
;;;1;15;2000
;;;1;13;2002
;;;1;43;1971
;;;2;52;1963
;;;1;7;2008
;;;2;54;1961
;;;2;33;1982
;;98;1;51;1964
;;;1;12;2003
;;;2;6;2009
;;;2;36;1979
;;;2;12;2003
;;;1;21;1993
;;260000;1;70;1945
;;155000;1;38;1977
;;98;2;45;1970
;;;1;17;1998
;;;1;33;1982
;;;2;29;1986
;;90000;2;28;1987
;;;1;69;1946
;;;2;66;1948
;;90000;1;44;1971
;;;1;59;1956
;;;2;57;1958
;;;1;20;1995
;;;1;42;1973
;;52000;2;37;1977
;;;2;1;2014
;;98;2;98;
;;;1;65;1950
;;;2;60;1955
;;93000;1;65;1949
;;;2;69;1946
;;60000;1;73;1942
;;;1;19;1996
;;120000;1;71;1944
;;;2;64;1950
;;;1;60;1955
;;;1;46;1969
;;;2;43;1972
;;;1;17;1997
;;;2;16;1999
;;98;1;87;1928
;;;1;56;1959
;;;2;50;1965
;;;2;15;2000
;;98;1;52;1963
;;;2;52;1963
;;32000;2;32;1983
;;;2;15;2000
;;140000;1;48;1967
;;;2;43;1971
;;;1;10;2005
;;;2;56;1959
;;;2;33;1982
;;70000;2;88;1927
;;;2;68;1947
;;;1;32;1983
;;;1;12;2003
;;;1;50;1965
;;;2;53;1961
;;;2;18;1996
;;;2;17;1998
;;;2;25;1990
;;;2;22;1992
;;98;1;68;1947
;;180000;2;66;1949
;;103200;2;79;1936
;;;2;70;1945
;;80500;2;35;1980
;;;1;49;1965
;;77300;2;81;1934
;;;2;51;1964
;;70000;1;47;1968
;;;2;48;1967
;;23500;1;30;1985
;;;2;22;1993
;;;2;19;1995
;;;2;17;1997
;;98;2;24;1991
;;;1;1;2013
;;;2;64;1951
;;;2;40;1975
;;;2;19;1996
;;;2;0;2015
;;;2;82;1933
;;;1;73;1942
;;;2;54;1960
;;;1;35;1980
;;;1;33;1982
;;;1;28;1987
;;;2;25;1990
;;;1;22;1993
;;;2;46;1969
;;;1;24;1991
;;;2;12;2003
;;69000;1;53;1962
;;;2;47;1967
;;84000;1;92;1923
;;;2;50;1965
;;;2;17;1998
;;;2;48;1967
;;;1;51;1964
;;;1;67;1948
;;;1;37;1978
;;25774;2;34;1981
;;;2;9;2006
;;;1;3;2012
;;25774;2;20;1995
;;;2;1;2014
;;;1;37;1978
;;;2;35;1980
;;;1;17;1998
;;;2;13;2002
;;;2;11;2003
;;;2;8;2006
;;;2;74;1941
;;45000;1;53;1962
;;;2;55;1960
;;115000;1;23;1992
;;;2;29;1986
;;;2;4;2011
;;;2;2;2013
;;;2;74;1941
;;;2;41;1974
;;;2;34;1981
;;;1;12;2003
;;;2;2;2013
;;;2;30;1984
;;90000;2;37;1978
;;;1;40;1975
;;;1;16;1999
;;;1;3;2012
;;115000;1;65;1950
;;;1;96;1919
;;;2;46;1968
;;85000;1;55;1960
;;;2;21;1994
;;;1;14;2001
;;80000;1;68;1947
;;26000;1;47;1968
;;;2;36;1979
;;;1;49;1966
;;;2;39;1976
;;;1;3;2011
;;;2;1;2014
;;73000;2;73;1942
;;;1;48;1967
;;;2;42;1973
;;;1;36;1979
;;;1;18;1997
;;;1;3;2012
;;48000;1;40;1975
;;;2;21;1994
;;;2;4;2011
;;;1;2;2012
;;;2;58;1957
;;48000;1;20;1995
;;;1;19;1995
;;160000;1;68;1947
;;;2;70;1945
;;100000;1;37;1977
;;80500;2;57;1958
;;25800;2;29;1986
;;;1;12;2003
;;;1;1;2013
;;25800;1;28;1987
;;;2;34;1981
;;;1;12;2002
;;;2;7;2008
;;98;1;32;1983
;;;2;30;1985
;;;2;12;2003
;;;2;8;2007
;;;2;6;2009
;;;1;1;2014
;;;2;58;1957
;;;2;35;1980
;;;1;28;1987
;;;2;53;1962
;;;2;28;1987
;;;1;3;2012
;;;1;55;1960
;;80500;2;47;1967
;;;2;13;2002
;;280000;1;40;1975
;;;2;42;1973
;;;1;11;2004
;;;2;9;2006
;;;2;15;2000
;;433800;2;58;1957
;;60000;1;25;1990
;;32000;2;39;1976
;;180000;2;61;1954
;;80000;2;26;1989
;;80700;2;48;1967
;;;2;19;1996
;;;1;20;1995
;;;1;33;1981
;;25800;2;43;1972
;;;1;4;2011
;;77322;1;86;1929
;;;2;68;1947
;;;1;38;1977
;;;1;17;1998
;;;1;18;1997
;;;1;19;1996
;;;1;58;1957
;;;2;56;1959
;;25800;1;31;1983
;;;2;38;1977
;;80600;1;38;1977
;;;2;29;1986
;;;2;14;2001
;;;2;7;2007
;;;2;4;2011
;;;2;33;1981
;;25774;2;42;1973
;;80600;1;59;1956
;;;2;16;1999
;;;2;6;2009
;;;2;78;1937
;;80600;1;62;1953
;;;2;52;1963
;;;1;32;1983
;;;2;78;1937
;;;2;12;2002
;;;1;28;1987
;;;1;77;1938
;;;2;68;1947
;;;2;59;1956
;;;2;32;1983
;;;2;21;1994
;;;1;18;1997
;;;1;30;1985
;;;2;24;1991
;;;2;6;2009
;;;1;4;2011
;;;2;47;1967
;;;2;15;2000
;;;1;33;1982
;;;2;30;1985
;;145000;1;91;1924
;;;2;66;1949
;;;2;26;1989
;;26000;1;26;1989
;;;2;8;2007
;;26000;1;29;1986
;;;2;26;1988
;;;2;21;1994
;;;1;4;2011
;;;2;1;2014
;;25000;1;60;1955
;;;2;56;1958
;;;1;19;1996
;;;2;75;1940
;;;1;82;1933
;;;1;41;1973
;;26000;2;32;1983
;;;1;57;1958
;;;1;79;1936
;;;2;70;1945
;;;2;62;1953
;;;2;45;1970
;;;1;44;1971
;;;2;64;1951
;;;1;72;1943
;;;1;74;1941
;;;2;67;1948
;;25350;2;27;1988
;;;1;7;2008
;;36000;1;42;1973
;;;2;36;1978
;;;1;18;1997
;;;1;6;2009
;;;1;4;2011
;;;2;57;1958
;;72000;1;57;1958
;;80500;1;43;1972
;;;2;37;1977
;;;2;4;2011
;;;1;49;1966
;;80500;2;41;1974
;;;2;12;2002
;;80500;1;41;1974
;;;2;41;1974
;;;1;58;1957
;;;2;54;1961
;;;2;19;1995
;;;2;84;1931
;;;2;61;1954
;;;1;19;1996
;;77320;1;61;1954
;;;1;45;1970
;;;1;29;1986
;;80500;2;36;1978
;;;1;21;1994
;;;1;14;2001
;;;2;6;2009
;;;2;61;1953
;;25774;1;29;1985
;;;1;27;1987
;;25774;2;28;1987
;;;1;4;2011
;;;1;90;1925
;;34400;1;35;1980
;;;2;36;1979
;;;2;7;2008
;;;1;25;1990
;;;2;25;1990
;;;2;0;2015
;;;1;61;1954
;;;2;45;1970
;;;2;20;1995
;;39200;1;34;1981
;;25774;2;35;1980
;;;1;14;2001
;;;2;8;2007
;;;2;5;2010
;;80544;1;44;1971
;;;1;41;1974
;;;2;49;1966
;;;1;19;1995
;;;1;24;1991
;;;2;65;1949
;;25774;1;24;1991
;;;2;18;1997
;;;1;3;2012
;;;1;0;2015
;;;2;76;1939
;;;2;58;1957
;;;1;28;1987
;;;1;18;1997
;;;1;15;2000
;;;1;67;1948
;;;2;13;2002
;;;1;54;1961
;;;2;53;1962
;;32042;2;27;1988
;;;1;19;1996
;;80000;1;42;1973
;;;2;37;1978
;;;2;9;2006
;;33042;2;28;1987
;;;2;3;2011
;;;1;27;1988
;;;2;22;1993
;;;1;6;2009
;;77322;2;65;1950
;;;2;76;1939
;;;2;79;1936
;;40000;2;59;1956
;;36242;2;37;1978
;;;1;32;1983
;;;2;33;1982
;;;1;11;2004
;;;1;4;2010
;;25774;1;36;1978
;;25774;2;36;1979
;;;1;15;2000
;;73944;1;51;1964
;;;2;58;1957
;;;1;22;1993
;;;1;19;1996
;;34800;1;36;1979
;;;2;31;1984
;;;1;5;2010
;;;1;1;2014
;;;1;50;1965
;;;2;58;1957
;;;2;27;1988
;;;1;21;1994
;;;1;51;1964
;;162000;2;57;1958
;;;2;26;1989
;;36000;2;23;1992
;;77322;2;57;1958
;;;2;33;1982
;;25774;2;27;1988
;;;1;9;2006
;;420000;2;70;1945
;;;2;48;1967
;;;1;23;1992
;;25774;2;30;1985
;;;2;7;2008
;;98000;1;61;1953
;;;2;61;1954
;;;2;18;1997
;;77322;1;63;1952
;;;2;63;1952
;;25774;2;45;1969
;;;2;16;1999
;;;2;58;1957
;;32000;1;25;1990
;;;2;20;1994
;;28000;1;56;1959
;;;2;51;1964
;;;1;26;1989
;;;1;54;1960
;;25774;1;24;1990
;;;2;37;1978
;;;2;18;1997
;;;2;13;2002
;;60000;2;41;1974
;;;1;12;2003
;;;2;8;2006
;;25774;1;51;1963
;;;2;45;1970
;;;2;8;2007
;;;2;51;1964
;;25774;2;27;1988
;;32000;1;27;1988
;;;2;8;2007
;;;2;5;2010
;;25774;1;33;1982
;;;2;28;1987
;;;2;36;1979
;;;2;16;1999
;;;1;14;2001
;;25774;1;46;1969
;;84000;2;98;1917
;;96000;1;73;1942
;;25774;2;43;1972
;;;1;58;1957
;;;2;30;1985
;;;2;9;2006
;;;2;51;1964
;;;2;42;1973
;;;1;47;1967
;;;1;17;1998
;;;2;15;1999
;;;2;12;2003
;;132000;1;75;1940
;;204000;2;74;1941
;;77322;1;61;1953
;;;2;54;1960
;;;2;52;1962
;;25774;1;48;1967
;;;2;41;1974
;;;1;16;1998
;;77322;1;72;1943
;;;2;51;1964
;;77322;2;66;1949
;;25774;1;21;1994
;;80544;1;50;1965
;;;2;37;1978
;;;1;16;1999
;;;2;12;2003
;;;1;63;1952
;;25774;2;44;1971
;;;2;16;1999
;;25774;1;43;1972
;;80544;2;57;1957
;;;1;61;1954
;;36000;2;31;1984
;;;1;12;2003
;;;2;59;1956
;;30000;1;49;1966
;;;1;62;1953
;;;2;60;1955
;;60000;1;39;1976
;;32000;1;58;1957
;;;2;48;1967
;;25774;1;32;1983
;;;1;83;1932
;;80544;2;69;1946
;;25774;1;26;1988
;;;2;5;2010
;;;2;2;2013
;;;1;45;1970
;;80544;2;43;1972
;;50000;1;23;1992
;;80544;2;37;1978
;;;1;14;2001
;;150000;1;67;1948
;;;2;69;1946
;;98;1;30;1985
;;;2;14;2001
;;98;1;56;1959
;;;2;59;1956
;;;1;27;1988
;;98;2;82;1933
;;51200;2;58;1957
;;30000;1;45;1970
;;;2;44;1970
;;;1;17;1998
;;36000;2;26;1989
;;;2;6;2009
;;;2;33;1981
;;;1;39;1976
;;;2;6;2009
;;;1;4;2011
;;;1;50;1965
;;;2;49;1966
;;;2;20;1994
;;98;2;18;1997
;;;2;7;2008
;;;2;73;1942
;;200000;1;38;1977
;;200000;2;34;1981
;;;2;70;1945
;;98;1;22;1993
;;;2;24;1991
;;;1;9;2006
;;;1;47;1968
;;;2;44;1971
;;;2;16;1999
;;;1;11;2004
;;;1;65;1950
;;;2;36;1979
;;;1;19;1996
;;;1;5;2010
;;98;1;55;1960
;;;2;48;1967
;;;1;28;1987
;;;2;16;1999
;;;1;21;1993
;;;2;22;1992
;;;2;4;2011
;;;2;42;1973
;;;2;24;1991
;;;2;10;2005
;;60000;1;52;1962
;;;1;55;1960
;;;2;54;1961
;;;2;9;2006
;;;1;4;2011
;;98;1;24;1991
;;;2;27;1988
;;;2;3;2012
;;46600;1;52;1963
;;;2;49;1966
;;;1;20;1995
;;;2;83;1932
;;;1;48;1967
;;77400;1;50;1965
;;;1;22;1993
;;;1;51;1964
;;;2;52;1963
;;;1;22;1993
;;;1;9;2006
;;98;2;35;1980
;;;1;62;1953
;;80500;2;78;1936
;;;1;41;1974
;;;2;19;1996
;;;1;19;1996
;;25000;1;52;1962
;;;1;19;1996
;;100000;2;76;1939
;;;2;57;1958
;;98;2;37;1978
;;;1;19;1996
;;;2;18;1997
;;;2;31;1984
;;31000;2;47;1968
;;98;1;23;1991
;;;1;20;1995
;;;2;9;2006
;;;1;59;1956
;;80500;2;80;
;;25000;2;35;1980
;;98;1;31;1984
;;;1;8;2007
;;;1;5;2010
;;98;1;35;1980
;;;2;36;1979
;;;2;15;2000
;;25000;1;32;1983
;;55000;1;58;1957
;;;2;56;1959
;;;2;12;2003
;;70000;1;63;1952
;;;1;69;1945
;;;2;67;1948
;;;1;44;1971
;;;1;47;1968
;;;2;4;2011
;;;1;3;2012
;;98;1;69;1946
;;;2;65;1950
;;;1;44;1971
;;98;1;42;1973
;;;1;11;2004
;;98;2;69;1946
;;98;1;65;1950
;;98;2;31;1984
;;;1;36;1979
;;;2;31;1984
;;;2;8;2007
;;;2;5;2010
;;;2;4;2011
;;98;2;51;1964
;;;2;21;1994
;;;1;16;1999
;;;2;13;2002
;;;1;67;1948
;;;2;41;1974
;;;1;11;2004
;;;1;4;2011
;;;2;30;1985
;;;1;6;2008
;;;1;4;2011
;;;1;36;1979
;;;2;85;1930
;;;2;66;1949
;;98;1;32;1983
;;;2;36;1978
;;;1;17;1998
;;;1;13;2002
;;;2;64;1951
;;;1;30;1985
;;98;2;32;1983
;;;2;13;2002
;;;1;11;2004
;;98;1;27;1988
;;98;2;26;1989
;;;1;9;2006
;;;2;4;2010
;;;2;51;1964
;;;2;27;1987
;;;1;28;1987
;;;1;10;2005
;;;1;63;1952
;;98;2;55;1960
;;;2;53;1962
;;;2;39;1976
;;98;2;31;1984
;;;2;36;1979
;;;2;9;2006
;;25800;1;45;1970
;;98;2;44;1970
;;;1;15;2000
;;;2;72;1943
;;;2;49;1966
;;;1;13;2002
;;;1;36;1979
;;;2;37;1978
;;;2;15;2000
;;;1;14;2001
;;;2;39;1976
;;;2;19;1996
;;;1;0;2014
;;;1;27;1988
;;;2;25;1990
;;;1;9;2006
;;;1;51;1964
;;;1;42;1973
;;;2;39;1976
;;;1;10;2005
;;;1;33;1981
;;;2;21;1993
;;;2;68;1947
;;;1;44;1971
;;;2;34;1981
;;;2;34;1981
;;;1;31;1984
;;;1;8;2007
;;;1;2;2013
;;;2;75;1940
;;;2;52;1962
;;;1;27;1988
;;34800;1;33;1982
;;;2;32;1983
;;;2;14;2001
;;;2;8;2007
;;;1;1;2014
;;;2;30;1985
;;;1;8;2007
;;;1;2;2012
;;34000;1;26;1989
;;29500;2;26;1989
;;;2;53;1962
;;80000;1;62;1953
;;;1;56;1959
;;;2;37;1978
;;;1;15;2000
;;;2;10;2005
;;30000;2;26;1989
;;;1;32;1983
;;;2;5;2010
;;;1;25;1990
;;;2;24;1991
;;;1;29;1986
;;;2;30;1985
;;;2;11;2004
;;;1;5;2010
;;54000;1;58;1957
;;;2;54;1961
;;48000;1;33;1982
;;;1;8;2007
;;;1;28;1987
;;;2;25;1989
;;;2;0;2014
;;71000;1;77;1938
;;;2;57;1958
;;;2;31;1984
;;;2;13;2002
;;;2;11;2004
;;;1;6;2008
;;;1;1;2014
;;;1;38;1977
;;;2;33;1982
;;;1;54;1961
;;;2;51;1964
;;;1;20;1995
;;;2;15;2000
;;;2;28;1986
;;;1;6;2009
;;;2;28;1987
;;;1;7;2008
;;;2;4;2011
;;50000;1;44;1971
;;;2;23;1992
;;;1;31;1984
;;26000;1;44;1971
;;;2;44;1971
;;;1;17;1998
;;;2;15;2000
;;;1;13;2002
;;80500;1;56;1959
;;;1;31;1984
;;;1;9;2006
;;;1;67;1947
;;;2;70;1945
;;;1;26;1989
;;;1;42;1973
;;;2;29;1986
;;;1;6;2009
;;;2;45;1970
;;;1;20;1995
;;;1;19;1996
;;;1;17;1998
;;;2;16;1999
;;120000;1;45;1970
;;;2;39;1976
;;;1;12;2002
;;36000;1;36;1979
;;;2;36;1979
;;;1;13;2002
;;;1;12;2003
;;;1;47;1968
;;;2;48;1967
;;32000;1;21;1994
;;36000;1;24;1991
;;12800;2;19;1996
;;;1;2;2012
;;;1;27;1988
;;;2;28;1987
;;;2;10;2005
;;;2;5;2010
;;78000;2;61;1954
;;45300;2;32;1983
;;;2;73;1942
;;500000;1;84;1931
;;;2;53;1962
;;;2;17;1998
;;;2;0;2015
;;80500;2;33;1982
;;;1;48;1967
;;;1;14;2001
;;;1;5;2010
;;125000;1;60;1955
;;;2;51;1964
;;;1;12;2003
;;52000;1;47;1968
;;;2;15;2000
;;32000;2;48;1967
;;;2;20;1995
;;;1;18;1997
;;;1;44;1971
;;;1;62;1953
;;;2;58;1957
;;80500;1;25;1990
;;;1;52;1963
;;;2;49;1966
;;;2;22;1993
;;;1;4;2011
;;25800;2;27;1988
;;;1;10;2005
;;25800;1;45;1970
;;25800;2;38;1977
;;;1;7;2008
;;;1;26;1989
;;25800;2;24;1991
;;;1;4;2011
;;;2;1;2014
;;25800;1;25;1989
;;25800;2;23;1992
;;;1;0;2014
;;140000;1;38;1977
;;;2;29;1986
;;;2;51;1964
;;;1;17;1998
;;;2;3;2012
;;203360;1;51;1964
;;157000;2;48;1967
;;;2;5;2010
;;;2;14;2000
;;;1;30;1984
;;499200;2;28;1987
;;80700;1;36;1979
;;;2;39;1976
;;;2;14;2001
;;;1;11;2004
;;84000;2;55;1960
;;60000;1;33;1982
;;80700;1;61;1954
;;;2;56;1958
;;99;2;25;1989
;;;2;21;1993
;;;2;79;1936
;;80500;1;55;1960
;;;2;50;1965
;;81000;1;49;1965
;;25000;1;28;1987
;;25000;2;27;1988
;;;1;2;2013
;;;2;57;1958
;;;1;81;1934
;;;1;34;1981
;;25800;2;28;1987
;;;2;9;2006
;;;1;5;2010
;;;2;52;1963
;;80600;1;49;1966
;;;2;42;1973
;;;1;17;1998
;;;1;13;2002
;;;1;13;2002
;;34121;1;29;1985
;;25700;2;28;1987
;;;1;54;1961
;;;2;58;1957
;;25700;2;26;1989
;;54000;1;56;1959
;;;1;54;1961
;;;2;48;1967
;;;2;52;1963
;;;1;14;2001
;;;2;29;1986
;;;2;10;2005
;;25700;2;24;1990
;;;1;6;2009
;;;2;22;1993
;;;1;2;2013
;;26000;1;44;1971
;;;2;46;1968
;;;2;12;2002
;;;2;51;1964
;;;1;17;1998
;;;2;3;2011
;;;1;25;1989
;;;1;50;1965
;;;2;52;1963
;;26000;2;35;1980
;;;2;15;2000
;;;1;11;2004
;;;2;57;1958
;;;2;27;1988
;;;2;8;2007
;;;1;5;2010
;;;1;3;2012
;;48000;1;54;1961
;;;2;53;1962
;;;2;12;2002
;;77000;2;79;1935
;;64000;1;58;1957
;;;2;52;1963
;;;1;15;2000
;;168000;2;59;1955
;;144000;1;80;1935
;;;2;71;1944
;;;1;30;1984
;;80500;2;27;1988
;;40000;1;41;1974
;;;2;40;1975
;;77500;2;80;1934
;;;1;24;1990
;;;2;13;2002
;;144000;1;83;1932
;;77320;2;69;1946
;;90100;1;82;1933
;;;2;45;1970
;;32000;2;47;1967
;;144000;2;71;1944
;;;2;48;1967
;;25770;1;49;1966
;;;2;21;1994
;;;2;18;1997
;;80500;1;51;1964
;;;2;48;1967
;;;1;21;1993
;;;2;52;1963
;;;1;51;1964
;;25774;1;29;1986
;;360000;2;62;1953
;;112000;2;40;1975
;;;1;22;1992
;;;2;17;1998
;;;1;4;2011
;;;1;53;1962
;;;2;48;1967
;;220000;2;26;1988
;;;2;3;2012
;;80500;1;51;1964
;;;2;44;1971
;;;1;50;1965
;;28000;1;47;1968
;;;2;34;1980
;;;1;9;2006
;;;1;7;2008
;;;1;5;2010
;;112800;1;68;1947
;;;2;65;1950
;;;1;23;1991
;;;1;21;1994
;;;2;14;2001
;;;2;39;1975
;;;1;26;1989
;;;1;22;1992
;;31842;1;34;1981
;;100000;2;33;1982
;;;1;9;2006
;;;2;6;2009
;;132000;1;64;1951
;;;2;60;1955
;;25774;2;40;1975
;;;1;67;1948
;;;2;50;1965
;;;1;14;2001
;;37042;1;31;1984
;;38800;2;23;1992
;;;2;5;2010
;;25774;1;41;1974
;;25774;2;49;1966
;;;2;11;2004
;;;2;37;1978
;;;2;17;1998
;;;1;14;2001
;;;2;7;2008
;;;1;4;2011
;;;1;59;1956
;;;2;39;1976
;;;2;19;1996
;;;2;1;2014
;;;1;17;1998
;;;1;15;1999
;;;1;13;2002
;;;2;11;2004
;;;1;10;2005
;;;1;66;1949
;;;2;40;1975
;;;2;14;2001
;;;2;11;2004
;;;2;5;2010
;;;2;44;1971
;;25774;1;24;1991
;;;2;7;2008
;;;2;75;1939
;;;1;38;1977
;;;2;23;1992
;;;1;6;2009
;;100000;1;34;1981
;;80000;2;34;1981
;;;2;7;2008
;;;2;3;2012
;;81800;1;48;1967
;;80544;2;24;1991
;;;1;0;2015
;;;2;86;1929
;;;1;60;1955
